"","InstitutionCode","CollectionCode","CatalogNumber","IndividualCount","ScientificName","Family","PreparationType","Tissues","Latitude","Longitude","CoordinateUncertaintyInMeters","HorizontalDatum","Country","StateProvince","County","Island","IslandGroup","Locality","VerbatimElevation","VerbatimDepth","YearCollected","MonthCollected","DayCollected","Collector","GeorefMethod","LatLongComments","BasisOfRecord","Remarks","DateLastModified","CI","decade","combo","number_individuals_requested"
"876","TU","Fish",196916,8,"Notropis atherinoides","Cyprinidae",NA,NA,30.70222,-89.84417,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank just below Pool Bluff Sill.",NA,NA,2004,1,31,"R.D. & J.S. Suttkus",NA,NA,"PreservedSpecimen","",NA,"impact","2004-2013","impact_2004-2013",4
"883","TU","Fish",197245,24,"Notropis atherinoides","Cyprinidae",NA,NA,30.75444,-89.82722,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank at 2nd bend below Richardson Ldg.",NA,NA,2004,7,17,"R.D. & J.S. Suttkus",NA,NA,"PreservedSpecimen","",NA,"impact","2004-2013","impact_2004-2013",4
"905","TU","Fish",198590,133,"Notropis atherinoides","Cyprinidae",NA,NA,30.75444,-89.82722,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank at 2nd bend below Richardson Ldg.",NA,NA,2005,7,15,"R.D. & J.S. Suttkus",NA,NA,"PreservedSpecimen","",NA,"impact","2004-2013","impact_2004-2013",4
"886","TU","Fish",197297,68,"Notropis atherinoides","Cyprinidae",NA,NA,30.70222,-89.84417,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl river along left bank just below Pools Bluff Sill.",NA,NA,2004,7,17,"R.D. & J.S. Suttkus",NA,NA,"PreservedSpecimen","",NA,"impact","2004-2013","impact_2004-2013",4
"885","TU","Fish",197278,42,"Notropis atherinoides","Cyprinidae",NA,NA,30.74055,-89.82694,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank at River Mile 54",NA,NA,2004,7,17,"R.D. & J.S. Suttkus",NA,NA,"PreservedSpecimen","",NA,"impact","2004-2013","impact_2004-2013",4
"343","TU","Fish",72382,31,"Percina vigil","Percidae",NA,NA,30.76805,-89.83083,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River between Coburn & Bogalusa Creeks; 1.5 mi. E of Bogalusa.",NA,NA,1971,10,26,"R.D. Suttkus & B.A. Thompson",NA,NA,"PreservedSpecimen","",NA,"control","1964-1973","control_1964-1973",2
"332","TU","Fish",68677,9,"Percina vigil","Percidae",NA,NA,30.76805,-89.83083,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River between mouth of Coburn & Bogalusa Creeks; 1.5 mi. E of Bogalusa - Fish Stat. #2.",NA,NA,1971,4,20,"R.D. Suttkus & B.A. Thompson",NA,NA,"PreservedSpecimen","",NA,"control","1964-1973","control_1964-1973",2
"401","TU","Fish",83905,7,"Percina vigil","Percidae",NA,NA,30.77861,-89.82972,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River at sandbar just below mouth of Coburn Creek - Stat. #2.",NA,NA,1973,10,16,"R.D. Suttkus & B.A. Thompson",NA,NA,"PreservedSpecimen","",NA,"control","1964-1973","control_1964-1973",2
"68","TU","Fish",115117,4,"Percina vigil","Percidae",NA,NA,30.78,-89.82472,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River along left bank at second bend below LA Hwy. 10.",NA,NA,1979,10,24,"R.D. Suttkus & G.E. Gunning",NA,NA,"PreservedSpecimen","",NA,"control","1974-1983","control_1974-1983",2
"69","TU","Fish",115131,7,"Percina vigil","Percidae",NA,NA,30.77861,-89.82972,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River along left bank above Coburn Creek 1.5 mi. E of Bogalusa.",NA,NA,1979,10,24,"R.D. Suttkus & G.E. Gunning",NA,NA,"PreservedSpecimen","",NA,"control","1974-1983","control_1974-1983",2
"57","TU","Fish",105660,7,"Percina vigil","Percidae",NA,NA,30.77861,-89.82972,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River along left bank above Coburn Creek; 1.5 mi. E of Bogalusa.",NA,NA,1978,1,26,"R.D. Suttkus & Rohmann",NA,NA,"PreservedSpecimen","",NA,"control","1974-1983","control_1974-1983",2
"102","TU","Fish",184060,8,"Percina vigil","Percidae",NA,NA,30.77611,-89.82889,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along right bank above Coburn Creek.",NA,NA,1997,6,28,"R.D. & J.S. Suttkus",NA,NA,"PreservedSpecimen","",NA,"control","1994-2003","control_1994-2003",2
"107","TU","Fish",193429,4,"Percina vigil","Percidae",NA,NA,30.7825,-89.82027,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River along right bank 1 mi. below LA Hwy. 10 bridge.",NA,NA,2001,10,7,"",NA,NA,"PreservedSpecimen","",NA,"control","1994-2003","control_1994-2003",2
"63","TU","Fish",31830,40,"Percina vigil","Percidae",NA,NA,30.70222,-89.84417,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River just below dam at Pools Bluff; 4 mi. S of Bogalusa.",NA,NA,1963,11,15,"G.E. Gunning & J. Shireman",NA,NA,"PreservedSpecimen","",NA,"impact","1954-1963","impact_1954-1963",2
"44","TU","Fish",31295,6,"Percina vigil","Percidae",NA,NA,30.70222,-89.84417,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River just below dam at Pools Bluff; 4 mi. S of Bogalusa.",NA,NA,1963,12,13,"R.D. Suttkus & G.E. Gunning",NA,NA,"PreservedSpecimen","",NA,"impact","1954-1963","impact_1954-1963",2
"217","TU","Fish",30034,80,"Percina vigil","Percidae",NA,NA,30.70222,-89.84417,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River just below sill at Pools Bluff Sill.",NA,NA,1963,10,25,"R.D. Suttkus & G.E. Gunning",NA,NA,"PreservedSpecimen","",NA,"impact","1954-1963","impact_1954-1963",2
"54","TU","Fish",31813,8,"Percina vigil","Percidae",NA,NA,30.70222,-89.84417,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River just below dam at Pools Bluff; 4 mi. S of Bogalusa (night collection).",NA,NA,1963,11,15,"G. Gunning & J. Shireman",NA,NA,"PreservedSpecimen","",NA,"impact","1954-1963","impact_1954-1963",2
"313","TU","Fish",30988,5,"Percina vigil","Percidae",NA,NA,30.70222,-89.84417,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River just below dam at Pools Bluff, 4 miles S of Bogalusa (left bank).",NA,NA,1963,11,22,"R.D. Suttkus & G.E. Gunning",NA,NA,"PreservedSpecimen","",NA,"impact","1954-1963","impact_1954-1963",2
"353","TU","Fish",72447,190,"Percina vigil","Percidae",NA,NA,30.70222,-89.84417,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River just below sill at Pools Bluff; 4 mi. S of Bogalusa.",NA,NA,1971,10,26,"R.D. Suttkus & B.A. Thompson",NA,NA,"PreservedSpecimen","",NA,"impact","1964-1973","impact_1964-1973",2
"362","TU","Fish",75794,25,"Percina vigil","Percidae",NA,NA,30.70222,-89.84417,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River just below sill at Pools Bluff; 4 mi. S of Bogalusa - Stat. #6.",NA,NA,1972,1,25,"R.D. Suttkus & Cashner",NA,NA,"PreservedSpecimen","",NA,"impact","1964-1973","impact_1964-1973",2
"113","TU","Fish",27690,317,"Percina vigil","Percidae",NA,NA,30.70222,-89.84417,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River just below dam at Pools Bluff, 4 mi. S of Bogalusa.",NA,NA,1965,1,16,"R.D. Suttkus & G.E. Gunning",NA,NA,"PreservedSpecimen","",NA,"impact","1964-1973","impact_1964-1973",2
"252","TU","Fish",50546,208,"Percina vigil","Percidae",NA,NA,30.70222,-89.84417,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River just below sill at Pools Bluff; 4 mi. S of Bogalusa - Fish Stat. #6.",NA,NA,1968,3,6,"R.D. Suttkus, Grover & Anderson",NA,NA,"PreservedSpecimen","",NA,"impact","1964-1973","impact_1964-1973",2
"96","TU","Fish",37339,8,"Percina vigil","Percidae",NA,NA,30.70222,-89.84417,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River just below sill at Pools Bluff; 4 mi. S of Bogalusa.",NA,NA,1965,3,18,"R.D. & J.S. Suttkus",NA,NA,"PreservedSpecimen","",NA,"impact","1964-1973","impact_1964-1973",2
"43","TU","Fish",86530,12,"Percina vigil","Percidae",NA,NA,30.75417,-89.82222,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River, 1 mi. below Richardson Landing.",NA,NA,1974,1,14,"R.D. Suttkus & G.E. Gunning",NA,NA,"PreservedSpecimen","",NA,"impact","1974-1983","impact_1974-1983",2
"66","TU","Fish",111548,4,"Percina vigil","Percidae",NA,NA,30.74055,-89.82694,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River along left bank at River Mile 54; 2.3 mi. SE of Bogalusa.",NA,NA,1979,1,31,"R.D. Suttkus & P. Sorensen",NA,NA,"PreservedSpecimen","",NA,"impact","1974-1983","impact_1974-1983",2
"53","TU","Fish",99539,70,"Percina vigil","Percidae",NA,NA,30.70222,-89.84417,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River along left bank just below Pools Bluff Sill, 4 mi. S of Bogalusa.",NA,NA,1976,10,13,"R.D. Suttkus & P. Sorensen",NA,NA,"PreservedSpecimen","",NA,"impact","1974-1983","impact_1974-1983",2
"79","TU","Fish",128083,13,"Percina vigil","Percidae",NA,NA,30.70222,-89.84417,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank just below Pools Bluff Sill.",NA,NA,1982,10,21,"R.D. Suttkus & S.O. Rohmann",NA,NA,"PreservedSpecimen","",NA,"impact","1974-1983","impact_1974-1983",2
"70","TU","Fish",115239,39,"Percina vigil","Percidae",NA,NA,30.70222,-89.84417,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River along left bank just below Pools Bluff Sill, 4 mi. S of Bogalusa.",NA,NA,1979,10,25,"R.D. Suttkus & P. Sorensen",NA,NA,"PreservedSpecimen","",NA,"impact","1974-1983","impact_1974-1983",2
"93","TU","Fish",160042,17,"Percina vigil","Percidae",NA,NA,30.70222,-89.84417,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank just below Pools Bluff Sill.",NA,NA,1991,1,3,"R.D. Suttkus & J.H. Caruso",NA,NA,"PreservedSpecimen","",NA,"impact","1984-1993","impact_1984-1993",2
"94","TU","Fish",161676,4,"Percina vigil","Percidae",NA,NA,30.705,-89.84611,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank just above Pools Bluff Sill.",NA,NA,1991,10,26,"R.D. Suttkus & J.S. Suttkus",NA,NA,"PreservedSpecimen","",NA,"impact","1984-1993","impact_1984-1993",2
"92","TU","Fish",159216,37,"Percina vigil","Percidae",NA,NA,30.70222,-89.84417,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank just below Pools Bluff Sill.",NA,NA,1990,10,19,"R.D. Suttkus & J.H. Caruso",NA,NA,"PreservedSpecimen","",NA,"impact","1984-1993","impact_1984-1993",2
"902","TU","Fish",156724,25,"Percina vigil","Percidae",NA,NA,30.70222,-89.84417,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River along right bank just below Pools Bluff Sill.",NA,NA,1989,10,12,"R.D. Suttkus & J.H. Caruso",NA,NA,"PreservedSpecimen","",NA,"impact","1984-1993","impact_1984-1993",2
"89","TU","Fish",154694,7,"Percina vigil","Percidae",NA,NA,30.705,-89.84611,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River along right bank just below Pools Bluff Sill.",NA,NA,1989,4,27,"R.D. Suttkus & J.H. Caruso",NA,NA,"PreservedSpecimen","",NA,"impact","1984-1993","impact_1984-1993",2
"104","TU","Fish",185262,13,"Percina vigil","Percidae",NA,NA,30.70389,-89.84472,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank just below Pools Bluff Sill",NA,NA,1998,1,24,"R.D. & J.S. Suttkus",NA,NA,"PreservedSpecimen","",NA,"impact","1994-2003","impact_1994-2003",2
"97","TU","Fish",169537,4,"Percina vigil","Percidae",NA,NA,30.70222,-89.84417,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank just below Pools Bluff Sill.",NA,NA,1994,1,15,"R.D. Suttkus & J.S. Suttkus",NA,NA,"PreservedSpecimen","",NA,"impact","1994-2003","impact_1994-2003",2
"98","TU","Fish",171909,20,"Percina vigil","Percidae",NA,NA,30.70222,-89.84417,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank just below Pools Bluff Sill.",NA,NA,1994,10,15,"R.D. Suttkus & J.S. Suttkus",NA,NA,"PreservedSpecimen","",NA,"impact","1994-2003","impact_1994-2003",2
"103","TU","Fish",184782,5,"Percina vigil","Percidae",NA,NA,30.75444,-89.82722,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank at second bend below Richardson Landing.",NA,NA,1997,10,12,"R.D. & J.S. Suttkus",NA,NA,"PreservedSpecimen","",NA,"impact","1994-2003","impact_1994-2003",2
"106","TU","Fish",190356,23,"Percina vigil","Percidae",NA,NA,30.70222,-89.84417,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank just below Pool Bluff Sill.",NA,NA,2000,1,8,"",NA,NA,"PreservedSpecimen","",NA,"impact","1994-2003","impact_1994-2003",2
"219","TU","Fish",30957,329,"Pimephales vigilax","Cyprinidae",NA,NA,30.77861,-89.82972,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River just above mouth of Coburn Creek, 1.5 mile E of Hwy. 7 in Bogalusa, LA.",NA,NA,1963,11,21,"R.D. Suttkus & G.E. Gunning",NA,NA,"PreservedSpecimen","",NA,"control","1954-1963","control_1954-1963",4
"314","TU","Fish",31254,14,"Pimephales vigilax","Cyprinidae",NA,NA,30.77861,-89.82972,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River just above mouth of Coburn Creek; 1.5 miles E of Hwy.7 in Bogalusa",NA,NA,1963,7,11,"R.D. Suttkus & G.E. Gunning",NA,NA,"PreservedSpecimen","",NA,"control","1954-1963","control_1954-1963",4
"115","TU","Fish",30602,220,"Pimephales vigilax","Cyprinidae",NA,NA,30.77861,-89.82972,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River just above mouth of Coburn Creek at Bogalusa.",NA,NA,1963,10,24,"R.D. Suttkus & G.E. Gunning",NA,NA,"PreservedSpecimen","",NA,"control","1954-1963","control_1954-1963",4
"72","TU","Fish",40619,34,"Pimephales vigilax","Cyprinidae",NA,NA,30.77861,-89.82972,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River just above Coburn Creek; 1.4 mi. E of Bogalusa - Stat. #1.",NA,NA,1966,4,22,"R.D. Suttkus & G.E. Gunning",NA,NA,"PreservedSpecimen","",NA,"control","1964-1973","control_1964-1973",4
"116","TU","Fish",53048,17,"Pimephales vigilax","Cyprinidae",NA,NA,30.77861,-89.82972,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River just above Coburn Creek, 1.5 mi. E of Bogalusa - Fish Stat. #1.",NA,NA,1968,7,18,"R.D. Suttkus, Laska & Remington",NA,NA,"PreservedSpecimen","",NA,"control","1964-1973","control_1964-1973",4
"65","TU","Fish",39293,46,"Pimephales vigilax","Cyprinidae",NA,NA,30.77861,-89.82972,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River just above Coburn Creek, 1.4 mi. E of Bogalusa.",NA,NA,1965,11,19,"Suttkus & Gunning",NA,NA,"PreservedSpecimen","",NA,"control","1964-1973","control_1964-1973",4
"2110","TU","Fish",70599,29,"Pimephales vigilax","Cyprinidae",NA,NA,30.77861,-89.82972,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River at sandbar below mouth of Coburn Creek - Fish Stat. #2.",NA,NA,1971,7,15,"R.D. Suttkus & B.A. Thompson",NA,NA,"PreservedSpecimen","",NA,"control","1964-1973","control_1964-1973",4
"254","TU","Fish",83913,22,"Pimephales vigilax","Cyprinidae",NA,NA,30.77861,-89.82972,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River just above mouth of Coburn Creek - Stat. #1.",NA,NA,1973,10,16,"R.D. Suttkus & B.A. Thompson",NA,NA,"PreservedSpecimen","",NA,"control","1964-1973","control_1964-1973",4
"904","TU","Fish",128709,61,"Pimephales vigilax","Cyprinidae",NA,NA,30.77583,-89.82722,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank opposite mouth of Coburn Creek.",NA,NA,1983,1,27,"R.D. Suttkus & S.O. Rohmann",NA,NA,"PreservedSpecimen","",NA,"control","1974-1983","control_1974-1983",4
"891","TU","Fish",128696,95,"Pimephales vigilax","Cyprinidae",NA,NA,30.7825,-89.82027,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank 1.0 mi. below Hwy. 26.",NA,NA,1983,1,27,"R.D. Suttkus & S.O. Rohmann",NA,NA,"PreservedSpecimen","",NA,"control","1974-1983","control_1974-1983",4
"73","TU","Fish",116271,31,"Pimephales vigilax","Cyprinidae",NA,NA,30.77861,-89.82972,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River along left bank just above Coburn Creek; 1.5 mi. E of Bogalusa.",NA,NA,1980,1,30,"R.D. Suttkus and S.O. Rohmann",NA,NA,"PreservedSpecimen","",NA,"control","1974-1983","control_1974-1983",4
"64","TU","Fish",111516,104,"Pimephales vigilax","Cyprinidae",NA,NA,30.77861,-89.82972,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River along left bank just above Coburn Creek; 1.5 mi. E of Bogalusa.",NA,NA,1979,1,31,"R.D. Suttkus & P. Sorensen",NA,NA,"PreservedSpecimen","",NA,"control","1974-1983","control_1974-1983",4
"58","TU","Fish",106298,11,"Pimephales vigilax","Cyprinidae",NA,NA,30.77861,-89.82972,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River along left bank above Coburn Creek; 1.5 mi. E of Bogalusa.",NA,NA,1978,3,23,"S.O. Rohmann & G.E. Gunning",NA,NA,"PreservedSpecimen","",NA,"control","1974-1983","control_1974-1983",4
"168","TU","Fish",167348,49,"Pimephales vigilax","Cyprinidae",NA,NA,30.7825,-89.82027,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River along right bank 1.0 mile below LA Hwy. 10",NA,NA,1993,7,2,"R.D. Suttkus & J. Suttkus",NA,NA,"PreservedSpecimen","",NA,"control","1984-1993","control_1984-1993",4
"1441","TU","Fish",159966,537,"Pimephales vigilax","Cyprinidae",NA,NA,30.77583,-89.82722,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank opposite Coburn Creek.",NA,NA,1991,1,3,"R.D. Suttkus & J.H. Caruso",NA,NA,"PreservedSpecimen","",NA,"control","1984-1993","control_1984-1993",4
"145","TU","Fish",159975,804,"Pimephales vigilax","Cyprinidae",NA,NA,30.76528,-89.83222,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank opposite Bogalusa Creek.",NA,NA,1991,1,3,"R.D. Suttkus & J.H. Caruso",NA,NA,"PreservedSpecimen","",NA,"control","1984-1993","control_1984-1993",4
"128","TU","Fish",151683,44,"Pimephales vigilax","Cyprinidae",NA,NA,30.7825,-89.82027,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank 1.0 mi. below Hwy. 26.",NA,NA,1988,4,14,"R.D. Suttkus & J.H. Caruso",NA,NA,"PreservedSpecimen","",NA,"control","1984-1993","control_1984-1993",4
"157","TU","Fish",162883,169,"Pimephales vigilax","Cyprinidae",NA,NA,30.76528,-89.83222,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River along left bank opposite Bogalusa Creek.",NA,NA,1992,4,24,"R.D. Suttkus & J.S. Suttkus",NA,NA,"PreservedSpecimen","",NA,"control","1984-1993","control_1984-1993",4
"173","TU","Fish",172508,155,"Pimephales vigilax","Cyprinidae",NA,NA,30.7825,-89.82027,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River along right bank 1.0 mi. below LA Hwy. 10.",NA,NA,1995,1,14,"R.D. & J.S. Suttkus",NA,NA,"PreservedSpecimen","",NA,"control","1994-2003","control_1994-2003",4
"199","TU","Fish",184058,9,"Pimephales vigilax","Cyprinidae",NA,NA,30.77611,-89.82889,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along right bank above Coburn Creek.",NA,NA,1997,6,28,"R.D. & J.S. Suttkus",NA,NA,"PreservedSpecimen","",NA,"control","1994-2003","control_1994-2003",4
"187","TU","Fish",178363,183,"Pimephales vigilax","Cyprinidae",NA,NA,30.77611,-89.82722,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank opposite mouth of Bogalusa Creek.",NA,NA,1996,4,6,"R.D. & J.S. Suttkus",NA,NA,"PreservedSpecimen","",NA,"control","1994-2003","control_1994-2003",4
"218","TU","Fish",190278,91,"Pimephales vigilax","Cyprinidae",NA,NA,30.77611,-89.82777,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank opposite Coburn Creek",NA,NA,2000,1,8,"",NA,NA,"PreservedSpecimen","",NA,"control","1994-2003","control_1994-2003",4
"191","TU","Fish",182098,151,"Pimephales vigilax","Cyprinidae",NA,NA,30.77611,-89.82777,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank opposite Coburn Creek.",NA,NA,1997,1,4,"R.D. & J.S. Suttkus",NA,NA,"PreservedSpecimen","",NA,"control","1994-2003","control_1994-2003",4
"228","TU","Fish",197196,24,"Pimephales vigilax","Cyprinidae",NA,NA,30.7825,-89.82027,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River along right bank 1.0 miles below LA Hwy. 10.",NA,NA,2004,7,17,"R.D. & J.S. Suttkus",NA,NA,"PreservedSpecimen","",NA,"control","2004-2013","control_2004-2013",4
"233","TU","Fish",81611,243,"Pimephales vigilax","Cyprinidae",NA,NA,30.74055,-89.82694,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River, River Mile 54 - Fish Stat. #4.",NA,NA,1973,1,23,"R.D. Suttkus & B.A. Thompson",NA,NA,"PreservedSpecimen","",NA,"impact","1964-1973","impact_1964-1973",4
"55","TU","Fish",37344,19,"Pimephales vigilax","Cyprinidae",NA,NA,30.70222,-89.84417,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River just below sill at Pools Bluff; 4 mi. S of Bogalusa.",NA,NA,1965,3,18,"R.D. & J.S. Suttkus",NA,NA,"PreservedSpecimen","",NA,"impact","1964-1973","impact_1964-1973",4
"243","TU","Fish",81715,37,"Pimephales vigilax","Cyprinidae",NA,NA,30.70222,-89.84417,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River just below sill at Pools Bluff, 4 mi. S of Bogalusa.",NA,NA,1973,4,17,"Suttkus, Gunning, Thompson & Caruso",NA,NA,"PreservedSpecimen","",NA,"impact","1964-1973","impact_1964-1973",4
"162","TU","Fish",61201,63,"Pimephales vigilax","Cyprinidae",NA,NA,30.74055,-89.82694,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River at River Mile 54; 2.3 mi. SE of Bogalusa - Fish Stat. #4.",NA,NA,1970,1,22,"R.D. Suttkus & G.E. Gunning",NA,NA,"PreservedSpecimen","",NA,"impact","1964-1973","impact_1964-1973",4
"201","TU","Fish",68175,95,"Pimephales vigilax","Cyprinidae",NA,NA,30.74055,-89.82694,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River at River Mile 54, 2.3 mi. SE of Bogalusa.",NA,NA,1971,1,25,"R.D. Suttkus & G.E. Gunning",NA,NA,"PreservedSpecimen","",NA,"impact","1964-1973","impact_1964-1973",4
"82","TU","Fish",120278,98,"Pimephales vigilax","Cyprinidae",NA,NA,30.70222,-89.84417,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River along left bank just below Pools Bluff Sill; 4 mi. S of Bogalusa.",NA,NA,1981,1,22,"R.D. Suttkus & P.Y. Sorensen",NA,NA,"PreservedSpecimen","",NA,"impact","1974-1983","impact_1974-1983",4
"303","TU","Fish",93674,51,"Pimephales vigilax","Cyprinidae",NA,NA,30.70222,-89.84417,NA,NA,"United States of America","Louisiana","Wasington",NA,NA,"Pearl River just below sill at Pools Bluff, 4 mi. S of Bogalusa.",NA,NA,1975,2,28,"R.D. Suttkus, Baker & McCarthy",NA,NA,"PreservedSpecimen","",NA,"impact","1974-1983","impact_1974-1983",4
"392","TU","Fish",101642,40,"Pimephales vigilax","Cyprinidae",NA,NA,30.70222,-89.84417,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River along left bank just below sill at Pools Bluff, 4 mi. S of Bogalusa.",NA,NA,1977,4,13,"R.D. Suttkus & P. Sorensen",NA,NA,"PreservedSpecimen","",NA,"impact","1974-1983","impact_1974-1983",4
"59","TU","Fish",106881,32,"Pimephales vigilax","Cyprinidae",NA,NA,30.705,-89.84611,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River along left bank just above Pools Bluff Sill; 4 mi. S of Bogalusa.",NA,NA,1978,4,20,"R.D. Suttkus & S.O. Rohmann",NA,NA,"PreservedSpecimen","",NA,"impact","1974-1983","impact_1974-1983",4
"682","TU","Fish",112565,24,"Pimephales vigilax","Cyprinidae",NA,NA,30.74472,-89.82528,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River along left bank 1.75 mi. below Richardson Landing.",NA,NA,1979,4,20,"P. Sorensen & S.O. Rohmann",NA,NA,"PreservedSpecimen","",NA,"impact","1974-1983","impact_1974-1983",4
"1071","TU","Fish",140323,49,"Pimephales vigilax","Cyprinidae",NA,NA,30.75667,-89.82611,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River along right bank 0.5 mi. below Richardson Landing.",NA,NA,1985,4,25,"R.D. Suttkus & K.G. Goodfellow",NA,NA,"PreservedSpecimen","",NA,"impact","1984-1993","impact_1984-1993",4
"1031","TU","Fish",138233,74,"Pimephales vigilax","Cyprinidae",NA,NA,30.74055,-89.82694,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank, River Mile 54.",NA,NA,1984,10,19,"R.D. Suttkus & K.G. Goodfellow",NA,NA,"PreservedSpecimen","",NA,"impact","1984-1993","impact_1984-1993",4
"150","TU","Fish",160352,73,"Pimephales vigilax","Cyprinidae",NA,NA,30.70222,-89.84417,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank just below Pools Bluff Sill.",NA,NA,1991,4,26,"R.D. Suttkus & V. Colbert",NA,NA,"PreservedSpecimen","",NA,"impact","1984-1993","impact_1984-1993",4
"1271","TU","Fish",151252,20,"Pimephales vigilax","Cyprinidae",NA,NA,30.70222,-89.84417,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank just below Pools Bluff Sill.",NA,NA,1988,1,14,"R.D. Suttkus & J.H. Caruso",NA,NA,"PreservedSpecimen","",NA,"impact","1984-1993","impact_1984-1993",4
