0,DATE,beg,Year,end,Month,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4
53.5,d_19920701,d_1992,1992,0701,07,38.4,24.4,5,1,0,0,8.1,2.1,0.3,0.1,0
62.3,d_19920801,d_1992,1992,0801,08,13,4.3,0.1,0,0,0,24.6,11.1,0.8,0,0
58.8,d_19920901,d_1992,1992,0901,09,14.2,5.7,0.6,0.1,0,0,27.1,11.7,1.7,0.3,0
61.5,d_19921001,d_1992,1992,1001,10,15.5,5.5,0.2,0,0,0,22.8,9.8,0.9,0,0
44.4,d_19921101,d_1992,1992,1101,11,1.4,0.2,0,0,0,0,54.3,35.2,12,4.3,0.3
38.3,d_19921201,d_1992,1992,1201,12,2.2,0.4,0,0,0,0,59.4,40.3,15.4,5.6,0.2
16.4,d_19930101,d_1993,1993,0101,01,0.2,0,0,0,0,0,83.5,69.3,36.4,19.7,5.6
11.5,d_19930201,d_1993,1993,0201,02,0.1,0,0,0,0,0,88.4,73.4,40.8,22.4,8.3
15.3,d_19930301,d_1993,1993,0301,03,0.2,0,0,0,0,0,84.5,70.6,37.1,19,5.8
10.6,d_19930401,d_1993,1993,0401,04,0,0,0,0,0,0,89.4,73.9,41.3,24.3,6.3
31.4,d_19930501,d_1993,1993,0501,05,0.3,0,0,0,0,0,68.4,43.3,16.1,3.8,0.4
37.1,d_19930601,d_1993,1993,0601,06,0.8,0.1,0,0,0,0,62,39.2,6.8,1.1,0
53.1,d_19930701,d_1993,1993,0701,07,10,3.1,0.1,0,0,0,36.9,16.5,4.7,1.2,0
40.5,d_19930801,d_1993,1993,0801,08,53.1,30.4,6.9,1.2,0,0,6.5,2.8,0.1,0,0
43.9,d_19930901,d_1993,1993,0901,09,50.3,28.1,4.8,1.1,0,0,5.7,1.8,0,0,0
37.3,d_19931001,d_1993,1993,1001,10,61.1,39,11.4,3.1,0.5,0,1.6,0.1,0,0,0
40,d_19931101,d_1993,1993,1101,11,54.7,34.1,10,3,0.1,0,5.3,2.2,0.1,0,0
19.7,d_19931201,d_1993,1993,1201,12,77.6,61.6,28,13.6,3.7,0,2.8,0.8,0,0,0
34.6,d_19940101,d_1994,1994,0101,01,61.1,44.6,16.3,6.1,1.5,0,4.2,2.7,0.8,0.2,0
37,d_19940201,d_1994,1994,0201,02,58.4,41.8,16.5,6.4,1.5,0,4.7,2.8,0.9,0.2,0
58.3,d_19940301,d_1994,1994,0301,03,28.4,12.9,1.4,0.2,0,0,13.3,5.1,0.5,0,0
71.9,d_19940401,d_1994,1994,0401,04,12.5,3.5,0.2,0,0,0,15.6,5,0.5,0.1,0
73,d_19940501,d_1994,1994,0501,05,9.5,2.3,0,0,0,0,17.6,6.1,0.6,0.2,0
60.6,d_19940601,d_1994,1994,0601,06,1.7,0.1,0,0,0,0,37.6,17.3,3.3,0.8,0.1
46.2,d_19940701,d_1994,1994,0701,07,6.6,1.7,0.2,0,0,0,47.1,29.1,8.9,3.2,0.2
47.8,d_19940801,d_1994,1994,0801,08,8.6,2.6,0.2,0,0,0,43.5,28.6,10.5,4.4,0.5
42.6,d_19940901,d_1994,1994,0901,09,5.8,1.9,0.1,0,0,0,51.6,34.9,11.8,4.9,1.3
37.3,d_19941001,d_1994,1994,1001,10,6,1.7,0,0,0,0,56.7,44.8,21.9,12,3.9
32.8,d_19941101,d_1994,1994,1101,11,4.2,0.9,0,0,0,0,63,51.6,29.8,19.9,7.4
27.1,d_19941201,d_1994,1994,1201,12,13,10.2,6.1,3,0.3,0,59.8,47.7,28.7,16.4,5.6
25.9,d_19950101,d_1995,1995,0101,01,10,6.8,1.4,0.2,0,0,64.2,53.2,35.6,24.7,10.7
21.9,d_19950201,d_1995,1995,0201,02,7.2,3.2,0.3,0,0,0,70.8,61.5,43.9,33.6,20.3
36.3,d_19950301,d_1995,1995,0301,03,6.5,2.3,0,0,0,0,57.2,44.1,25.1,11.8,2.7
45.5,d_19950401,d_1995,1995,0401,04,14.6,9.4,3.1,0.7,0,0,39.9,27.2,10.7,4.4,1
50.3,d_19950501,d_1995,1995,0501,05,14.8,8.6,0.9,0.2,0,0,34.9,23.2,9,3.3,0.7
42.7,d_19950601,d_1995,1995,0601,06,8.3,2.8,0,0,0,0,49,32,17.7,9.7,2.8
44.5,d_19950701,d_1995,1995,0701,07,28.3,16.9,4.8,2.8,0.2,0,27.3,17.6,8,4.6,1.2
39.8,d_19950801,d_1995,1995,0801,08,27.5,16,6.3,3.1,0.6,0,32.7,21.5,10.8,7.1,2.7
46,d_19950901,d_1995,1995,0901,09,24.3,11.9,3.1,1,0,0,29.6,17.8,5.9,2.5,0.7
46.9,d_19951001,d_1995,1995,1001,10,8,3.6,0,0,0,0,45.1,28.3,12.4,6.5,2.5
38,d_19951101,d_1995,1995,1101,11,8.6,4.2,1,0.1,0,0,53.3,33.8,15,8.4,3.1
37.6,d_19951201,d_1995,1995,1201,12,8,4.3,0.8,0.2,0,0,54.5,35.9,14.8,7.2,3.2
26.2,d_19960101,d_1996,1996,0101,01,6.4,2.8,0.5,0.1,0,0,67.3,54.4,27.4,13.4,4.1
27.8,d_19960201,d_1996,1996,0201,02,9.7,5.9,1.4,0.2,0,0,62.4,49.9,26.8,12.7,3.1
38,d_19960301,d_1996,1996,0301,03,7.3,2.9,0,0,0,0,54.6,43.3,25.3,13.7,3.6
37.8,d_19960401,d_1996,1996,0401,04,2.4,0.2,0,0,0,0,59.8,46.3,26.9,16.8,3.8
43.4,d_19960501,d_1996,1996,0501,05,6.3,2.9,0.2,0,0,0,50.2,35,14.5,5.4,0.4
38.8,d_19960601,d_1996,1996,0601,06,8.6,5,1.1,0.2,0,0,52.5,36.3,14.7,5.2,1.4
56.3,d_19960701,d_1996,1996,0701,07,23,12.3,3.3,0.8,0,0,20.7,9.6,0.7,0,0
57.6,d_19960801,d_1996,1996,0801,08,26.9,15.9,5.1,1.3,0.1,0,15.5,6.4,0.4,0,0
44.2,d_19960901,d_1996,1996,0901,09,19.3,9.9,3,1,0.2,0,36.4,22.5,8.7,3.9,0.9
53.2,d_19961001,d_1996,1996,1001,10,17.6,7.7,2.3,0.7,0.1,0,29.2,19.2,9.1,4.1,1.5
52.3,d_19961101,d_1996,1996,1101,11,13.2,5.9,1.8,0.6,0,0,34.5,23.5,12.3,7.5,3
43.5,d_19961201,d_1996,1996,1201,12,31,18,4.6,2.1,0.3,0,25.5,19.6,12.4,8.2,2.9
43,d_19970101,d_1997,1997,0101,01,26.9,14.8,4.3,2.3,0.6,0,30.3,20.8,12,7.6,2.6
45.2,d_19970201,d_1997,1997,0201,02,13.6,8.9,5.2,3.1,1.4,0,41.1,29,13.9,6.8,2.6
45.6,d_19970301,d_1997,1997,0301,03,18.7,11.3,5.8,3.8,1.7,0,35.7,24.8,12.8,7.3,2.5
44.1,d_19970401,d_1997,1997,0401,04,6,1.7,0,0,0,0,49.9,31.5,11.7,5.9,1.8
50.1,d_19970501,d_1997,1997,0501,05,4.3,1.2,0,0,0,0,45.7,23.7,5.8,1.2,0
57.6,d_19970601,d_1997,1997,0601,06,7.1,1.7,0,0,0,0,35.3,16.8,3.6,0.8,0
53.2,d_19970701,d_1997,1997,0701,07,14.8,8.9,1.5,0.3,0,0,31.9,16.9,3,0.7,0
53.9,d_19970801,d_1997,1997,0801,08,24.1,15.8,7.3,3.7,0.6,0,22,12.8,2.4,0.3,0
50.1,d_19970901,d_1997,1997,0901,09,25.1,14.8,4.4,1.3,0.4,0,24.9,14.1,3.3,0.4,0
50.8,d_19971001,d_1997,1997,1001,10,20.7,12.5,3.9,1,0,0,28.6,15.9,4.3,1.4,0
44.1,d_19971101,d_1997,1997,1101,11,13,7.6,1.6,0.2,0,0,43.1,21.2,3.8,0.6,0
18.5,d_19971201,d_1997,1997,1201,12,10.4,6.3,1.2,0.1,0,0,71,56.5,22.8,8.8,1.6
22.5,d_19980101,d_1998,1998,0101,01,4.8,1.2,0,0,0,0,72.6,61,32.3,15.9,2.8
9.6,d_19980201,d_1998,1998,0201,02,0,0,0,0,0,0,90.3,81.3,54.6,38,17.9
10.5,d_19980301,d_1998,1998,0301,03,0,0,0,0,0,0,89.4,77.7,51.1,36.9,21.4
7.8,d_19980401,d_1998,1998,0401,04,0,0,0,0,0,0,92.2,82.4,54.3,38.6,23
9.2,d_19980501,d_1998,1998,0501,05,0,0,0,0,0,0,90.9,81.9,59,45.7,30.9
12.5,d_19980601,d_1998,1998,0601,06,0,0,0,0,0,0,87.6,75.6,52,38,19.7
16.3,d_19980701,d_1998,1998,0701,07,0,0,0,0,0,0,83.7,68.9,40.6,24.3,9.7
31.2,d_19980801,d_1998,1998,0801,08,1.1,0,0,0,0,0,67.7,49.5,19.9,9.9,3.6
23.3,d_19980901,d_1998,1998,0901,09,0.3,0,0,0,0,0,76.3,57.5,25,11.9,1.8
49.4,d_19981001,d_1998,1998,1001,10,9.4,2.8,0.2,0,0,0,41.1,23.2,5.2,1.6,0.2
54.4,d_19981101,d_1998,1998,1101,11,31.2,15.4,4.8,2.4,0.2,0,14.5,7.2,1.4,0.3,0
49.4,d_19981201,d_1998,1998,1201,12,45.1,25.8,8.6,4.3,2.5,0,5.5,1.4,0,0,0
42.1,d_19990101,d_1999,1999,0101,01,44.6,25.8,6.8,2.9,0.8,0,13.2,4.1,0,0,0
37.8,d_19990201,d_1999,1999,0201,02,51.9,34.5,13,6,1.3,0,10.2,2.8,0,0,0
40.1,d_19990301,d_1999,1999,0301,03,44.7,30.3,12.4,5.2,0.9,0,15.1,8.2,0.3,0,0
44.4,d_19990401,d_1999,1999,0401,04,47.6,30.1,6.8,1.3,0,0,7.9,1.6,0,0,0
44.2,d_19990501,d_1999,1999,0501,05,46.8,30.7,8,2.2,0.1,0,8.9,3.7,0.5,0.1,0
25.4,d_19990601,d_1999,1999,0601,06,67.3,49.4,18.7,7.7,0.2,0,7.5,2.8,0.3,0.1,0
28.7,d_19990701,d_1999,1999,0701,07,62.8,47.5,19.5,7.2,1.2,0,8.4,3.7,0.6,0.3,0.1
29.1,d_19990801,d_1999,1999,0801,08,66.3,52.5,23.6,8.6,1.3,0,4.5,1.5,0.3,0.1,0
32.1,d_19990901,d_1999,1999,0901,09,51,34.7,9.1,2.7,0.3,0,16.8,12.9,8.7,6.6,3.2
19.8,d_19991001,d_1999,1999,1001,10,62.7,47.9,16.4,4.3,0.5,0,17.5,14.2,9.7,6.9,3.5
23.4,d_19991101,d_1999,1999,1101,11,57.6,41.9,9.1,2.3,0.4,0,19.1,15.9,10.6,7.9,4.9
21.2,d_19991201,d_1999,1999,1201,12,58.5,43.6,13.8,4,0.3,0,20.1,15.9,10.2,7.3,4.3
32.3,d_20000101,d_2000,2000,0101,01,46.4,29.6,9.4,1.7,0.1,0,21.5,16.9,11.2,8.4,4.9
19.7,d_20000201,d_2000,2000,0201,02,61.2,47.5,22.8,11.9,2.4,0,19,15.7,11.2,7.8,4.4
15,d_20000301,d_2000,2000,0301,03,67.9,58.7,42.4,27.4,9.5,0,17.2,14.3,10.5,8.1,5
13.4,d_20000401,d_2000,2000,0401,04,65.5,53.4,34.4,19.8,7,0,21.1,17.3,13,10.7,6.8
12.5,d_20000501,d_2000,2000,0501,05,69.4,58.7,37.7,24.2,10.1,0,18.2,15.4,11.9,10.2,6.7
17,d_20000601,d_2000,2000,0601,06,80.2,69,45.6,28.5,8.4,0,2.8,0.9,0.2,0,0
10.8,d_20000701,d_2000,2000,0701,07,88.7,80.4,62.2,46.8,26.9,0,0.5,0.1,0,0,0
12.2,d_20000801,d_2000,2000,0801,08,85.6,80.6,65.9,53.3,32.2,0,2.1,0.5,0,0,0
20.7,d_20000901,d_2000,2000,0901,09,69.9,59.9,39,28.8,17.2,0,9.4,4.6,0.5,0.1,0
15.7,d_20001001,d_2000,2000,1001,10,83.1,76.2,57.6,43.1,26.2,0,1.1,0.4,0,0,0
26.7,d_20001101,d_2000,2000,1101,11,69.3,55.8,24.2,11.4,4.1,0,4.1,1.9,0.3,0.1,0
21.2,d_20001201,d_2000,2000,1201,12,75.8,62.6,30.5,13.4,3.6,0,3,1.2,0.3,0.1,0
14.8,d_20010101,d_2001,2001,0101,01,84.7,70.7,40.2,23.5,8.5,0,0.5,0.1,0,0,0
18.1,d_20010201,d_2001,2001,0201,02,81.4,64.4,32.9,16.8,6.2,0,0.4,0,0,0,0
51.3,d_20010301,d_2001,2001,0301,03,43.3,28.5,10.4,3.7,0.6,0,5.4,1.3,0.1,0,0
44.4,d_20010401,d_2001,2001,0401,04,48.2,32.2,15,7.1,1,0,7.4,2.3,0.1,0,0
42.8,d_20010501,d_2001,2001,0501,05,48.1,35.3,12.9,3.8,0.6,0,9.2,3.2,0.2,0,0
26.3,d_20010601,d_2001,2001,0601,06,53.5,44.9,23.7,10.8,2.9,0,20.2,8.8,1.1,0.1,0
43.3,d_20010701,d_2001,2001,0701,07,33.5,20.4,5,1.1,0,0,23,11.5,1.4,0,0
44,d_20010801,d_2001,2001,0801,08,45.6,33.1,12.2,5.4,2.1,0,10.5,3,0.2,0,0
37.2,d_20010901,d_2001,2001,0901,09,34.4,24,8.2,3.4,0.5,0,28.3,14.3,1.4,0.1,0
34,d_20011001,d_2001,2001,1001,10,35.2,25.2,10.2,4.4,0.4,0,30.7,20.1,4.1,0.8,0
28.4,d_20011101,d_2001,2001,1101,11,35.8,27.2,14.1,8,3,0,36,26,7.7,1.8,0
18.7,d_20011201,d_2001,2001,1201,12,62.1,53.4,36.8,26.4,15.6,0,19.3,11.8,2.4,0.7,0
22.2,d_20020101,d_2002,2002,0101,01,53.6,42.2,24.4,15.4,6.4,0,24.4,16.8,5.9,1.3,0.3
18.5,d_20020201,d_2002,2002,0201,02,57.9,49.1,31.4,22.5,12.7,0,23.8,17.4,5.3,2.1,0.3
16.3,d_20020301,d_2002,2002,0301,03,66.9,60.8,44.5,32.6,16.4,0,16.8,9.1,2.6,1.3,0.3
21,d_20020401,d_2002,2002,0401,04,70,65.4,51.7,37.3,20.3,0,9,3.4,0.7,0.3,0.1
22.7,d_20020501,d_2002,2002,0501,05,72.2,66,46.2,30.8,9.7,0,4.9,1.7,0.5,0.2,0
16,d_20020601,d_2002,2002,0601,06,80.7,72.7,54.5,39,18.1,0,3.3,1.1,0.3,0.1,0
12.3,d_20020701,d_2002,2002,0701,07,82,72.9,48.9,31.6,13.8,0,5.7,2.4,0,0,0
15.5,d_20020801,d_2002,2002,0801,08,78.2,69.2,45.8,24.7,4.8,0,6.4,3,0.5,0.1,0
39.5,d_20020901,d_2002,2002,0901,09,52.5,32.6,9.6,2.8,0.1,0,8.1,3.3,1.3,0.4,0.1
49.1,d_20021001,d_2002,2002,1001,10,36.1,17.7,3,0.7,0,0,14.8,7.6,1.7,0.5,0.2
60.6,d_20021101,d_2002,2002,1101,11,10.1,3.1,0.3,0,0,0,29.1,16.6,4.7,1.4,0.3
48.1,d_20021201,d_2002,2002,1201,12,6.8,2.8,0.1,0,0,0,45.2,31.8,11.8,4.6,2.2
48.6,d_20030101,d_2003,2003,0101,01,8.9,4.2,0.3,0,0,0,42.5,30.4,10.8,4.2,2
40.6,d_20030201,d_2003,2003,0201,02,4.2,1.1,0,0,0,0,55.1,41.8,23.7,13,4
21.8,d_20030301,d_2003,2003,0301,03,1.4,0.4,0,0,0,0,76.9,59.4,26.1,13.5,3.5
8.8,d_20030401,d_2003,2003,0401,04,1.6,0.9,0,0,0,0,89.6,77.1,40.9,21.2,7.1
4.7,d_20030501,d_2003,2003,0501,05,0.4,0.1,0,0,0,0,94.9,88.6,61.1,39,15.8
3.7,d_20030601,d_2003,2003,0601,06,0,0,0,0,0,0,96.2,93.2,71.7,45.4,21.3
3.3,d_20030701,d_2003,2003,0701,07,0,0,0,0,0,0,96.7,91.7,68.8,47.7,22.4
3.9,d_20030801,d_2003,2003,0801,08,0,0,0,0,0,0,96.1,90.4,64,43.1,18.9
11.6,d_20030901,d_2003,2003,0901,09,0,0,0,0,0,0,88.4,77.2,49.2,30.2,13.6
7.6,d_20031001,d_2003,2003,1001,10,0.4,0,0,0,0,0,92,85.1,65.8,45.1,21.9
10.1,d_20031101,d_2003,2003,1101,11,0.2,0,0,0,0,0,89.7,82.3,61,40.2,19.9
16.7,d_20031201,d_2003,2003,1201,12,2.9,0.9,0,0,0,0,80.4,70.1,44.9,30.9,14.2
27.8,d_20040101,d_2004,2004,0101,01,5.4,1.7,0.5,0,0,0,66.7,50.4,22.5,11.1,3.6
36,d_20040201,d_2004,2004,0201,02,3.9,1.3,0,0,0,0,60.2,43.1,17,7.3,1.1
49.9,d_20040301,d_2004,2004,0301,03,36.8,18.9,3,0.2,0,0,13.4,5.5,0.4,0,0
30.7,d_20040401,d_2004,2004,0401,04,61.6,44.6,20.1,9.7,2.6,0,7.9,3.3,0.4,0,0
21.5,d_20040501,d_2004,2004,0501,05,73.3,59.5,24.9,11.8,4.9,0,5.2,1.2,0,0,0
41.3,d_20040601,d_2004,2004,0601,06,53.8,35.8,12.3,4.3,0,0,4.9,1.6,0,0,0
33.1,d_20040701,d_2004,2004,0701,07,63.3,42.4,14.2,5.3,0.1,0,3.7,1.4,0.1,0,0
40.5,d_20040801,d_2004,2004,0801,08,48.4,35,10.6,3.4,0.4,0,11,5.9,1.5,0.4,0.1
60.3,d_20040901,d_2004,2004,0901,09,6.9,2.4,0.1,0,0,0,32.8,19.5,7.7,3.1,0.6
52.6,d_20041001,d_2004,2004,1001,10,4.8,2.2,0.5,0.1,0,0,42.7,24.1,8.7,3.8,0.4
43.4,d_20041101,d_2004,2004,1101,11,6,3.8,1.3,0.5,0,0,50.7,30.5,8.5,2.7,0.5
24,d_20041201,d_2004,2004,1201,12,3.8,2.1,0.9,0.3,0,0,72.3,54.7,24,11,1.7
26.4,d_20050101,d_2005,2005,0101,01,4.6,3.1,1.2,0.6,0,0,68.9,52.4,21.4,9.5,2.4
25.4,d_20050201,d_2005,2005,0201,02,4.2,2.2,0.6,0.1,0,0,70.5,54.4,22.4,10.7,2.7
37.9,d_20050301,d_2005,2005,0301,03,5.7,2.5,0.1,0,0,0,56.4,37.8,12.8,6.1,1.2
30.7,d_20050401,d_2005,2005,0401,04,1.4,0.5,0.1,0,0,0,68,51.4,22.3,9.6,3.2
34.8,d_20050501,d_2005,2005,0501,05,9.4,4,0.9,0.2,0,0,55.7,40.6,13.4,5.9,2
40.1,d_20050601,d_2005,2005,0601,06,19.5,12,2.3,0.6,0,0,40.3,19.9,3.7,1.5,0.7
29.9,d_20050701,d_2005,2005,0701,07,14.1,7.1,1.3,0.3,0,0,56,39.9,13.6,4.9,0.8
29.8,d_20050801,d_2005,2005,0801,08,19.2,14.5,6.7,3.4,0.7,0,50.8,32.4,10.3,3.4,0.2
34.6,d_20050901,d_2005,2005,0901,09,23.6,17.3,9.4,4.3,1.4,0,41.7,24.5,7.7,2.2,0.3
31.6,d_20051001,d_2005,2005,1001,10,13.6,9.6,4.1,1.5,0.2,0,54.9,37.3,12.8,5.2,0.8
31.7,d_20051101,d_2005,2005,1101,11,10.9,6.7,1.4,0.3,0,0,57.3,42.5,16.2,6.1,1.2
36,d_20051201,d_2005,2005,1201,12,9.6,3.8,0.2,0,0,0,54.4,35.9,10,2.9,0.3
49.4,d_20060101,d_2006,2006,0101,01,13.1,6.7,1.3,0.6,0.3,0,37.5,20.6,4.3,1.1,0.1
44.5,d_20060201,d_2006,2006,0201,02,14.6,8.6,2.6,1.1,0.4,0,40.9,24.3,6.8,1.3,0
45.3,d_20060301,d_2006,2006,0301,03,46.8,27.9,11,5.3,1.3,0,7.9,3.2,0.3,0,0
24.6,d_20060401,d_2006,2006,0401,04,72.5,57.1,23.2,8,2,0,3,1,0.4,0.2,0
16.8,d_20060501,d_2006,2006,0501,05,80,64.1,32.6,13.3,4.3,0,3.2,1.6,0.3,0,0
28.1,d_20060601,d_2006,2006,0601,06,59.9,46.5,23.2,13.4,6.8,0,12.1,7,1.9,0.2,0
18.6,d_20060701,d_2006,2006,0701,07,79.4,66,37.9,19.8,5.8,0,2,0.8,0,0,0
14.3,d_20060801,d_2006,2006,0801,08,85,71,43.4,25.2,7.6,0,0.7,0.1,0,0,0
16.9,d_20060901,d_2006,2006,0901,09,80.4,68.5,44.2,27.3,8.2,0,2.7,0.8,0,0,0
22.7,d_20061001,d_2006,2006,1001,10,71.6,60.1,36.1,23.6,6.3,0,5.8,2.9,0.5,0.1,0
18.5,d_20061101,d_2006,2006,1101,11,65.6,53.7,34.7,25.6,12.5,0,16,12.4,7,4.6,1.3
26.5,d_20061201,d_2006,2006,1201,12,52.4,39.8,16.8,7.9,3,0,21.2,17.1,11,7.6,3.6
32.6,d_20070101,d_2007,2007,0101,01,45.4,30,11.8,6.8,2.9,0,22.1,18.1,10.9,7.1,2.8
23.2,d_20070201,d_2007,2007,0201,02,55.5,40.7,15.1,6.1,1.3,0,21.5,17.7,10.7,6.6,2.5
24.6,d_20070301,d_2007,2007,0301,03,64.1,53.5,26.3,12.2,2.7,0,11.3,7.4,3,1.1,0.1
25.8,d_20070401,d_2007,2007,0401,04,60.1,46,18.5,7.4,1.6,0,14.1,8.2,2.5,1.2,0.2
20.5,d_20070501,d_2007,2007,0501,05,69.7,60.4,36,20,5.9,0,9.7,5.9,1.8,0.7,0.2
25.7,d_20070601,d_2007,2007,0601,06,71.4,62.4,38.7,22.3,8.6,0,2.9,0.6,0.2,0,0
16.7,d_20070701,d_2007,2007,0701,07,82.8,66.7,44.4,29.5,12.2,0,0.5,0.1,0,0,0
3.3,d_20070801,d_2007,2007,0801,08,96.6,91.1,74.7,57.1,35.2,0,0.1,0,0,0,0
3.9,d_20070901,d_2007,2007,0901,09,95.9,91.9,78.8,63.6,41.8,0,0,0,0,0,0
7.7,d_20071001,d_2007,2007,1001,10,91.9,86.3,68.6,53.9,32.9,0,0.4,0.1,0,0,0
7.2,d_20071101,d_2007,2007,1101,11,92.6,85,69.9,58.5,40.2,0,0.2,0,0,0,0
20,d_20071201,d_2007,2007,1201,12,79,69,48.3,37.4,23,0,1.1,0.4,0,0,0
21.4,d_20080101,d_2008,2008,0101,01,77.1,67.2,47.6,39.4,28.1,0,1.4,0.4,0,0,0
34,d_20080201,d_2008,2008,0201,02,57,46.7,33.8,25.1,12.5,0,8.9,4.2,0.6,0.2,0
36.4,d_20080301,d_2008,2008,0301,03,59.3,46.8,30.2,21.1,10.4,0,4.2,1.5,0,0,0
38.4,d_20080401,d_2008,2008,0401,04,56.7,40.5,15.6,7.6,2.2,0,5,0.7,0,0,0
52.1,d_20080501,d_2008,2008,0501,05,42.2,21.4,5.7,2.3,0.4,0,5.6,1.3,0,0,0
46.2,d_20080601,d_2008,2008,0601,06,49.9,29.2,8.3,3.4,0.9,0,3.9,1.2,0,0,0
31,d_20080701,d_2008,2008,0701,07,67.8,49.2,15.5,6.5,1.7,0,1.1,0.1,0,0,0
54.6,d_20080801,d_2008,2008,0801,08,27.5,14.2,2.8,0.6,0.1,0,17.7,9.3,3.5,2.1,0.6
48.1,d_20080901,d_2008,2008,0901,09,38.5,22.9,6.2,1.7,0.2,0,13.5,7.3,2.1,0.8,0
56.5,d_20081001,d_2008,2008,1001,10,27.5,12.8,2.1,0.5,0.1,0,16.1,7.5,2.2,0.7,0.1
53.8,d_20081101,d_2008,2008,1101,11,32.4,16.6,2.9,1,0.1,0,13.7,7.1,2.4,0.8,0.1
54,d_20081201,d_2008,2008,1201,12,23,12.1,2.3,0.9,0.3,0,23,10.3,2.5,0.9,0
52.3,d_20090101,d_2009,2009,0101,01,33.9,21.5,7.2,2.5,0.4,0,13.8,5.2,0.6,0.2,0
48,d_20090201,d_2009,2009,0201,02,43.6,28.1,10.7,5.3,1.1,0,8.4,2.9,0.3,0.1,0
55.3,d_20090301,d_2009,2009,0301,03,19.1,9.9,3.5,1.3,0.1,0,25.7,12.3,2.3,0.5,0
47.3,d_20090401,d_2009,2009,0401,04,16.5,10.4,3.9,2.3,1.3,0,36.3,18.1,3.4,0.8,0
51.4,d_20090501,d_2009,2009,0501,05,15,7.5,1.7,0.6,0.2,0,33.6,17,1.3,0.1,0
53.5,d_20090601,d_2009,2009,0601,06,15,7.9,1.4,0.5,0,0,31.5,17.9,2.4,0.3,0
61.9,d_20090701,d_2009,2009,0701,07,18,8.5,1.3,0.2,0,0,20.1,9.1,1.4,0.2,0
46.4,d_20090801,d_2009,2009,0801,08,28.8,14.9,2.4,0.3,0,0,24.7,14.4,4.2,1.7,0.1
42.1,d_20090901,d_2009,2009,0901,09,25.5,15.2,3.9,0.8,0,0,32.2,19.9,7.6,3.5,0.7
31.6,d_20091001,d_2009,2009,1001,10,20.7,12.1,2.8,0.4,0,0,47.6,37,20.7,12.6,6
29,d_20091101,d_2009,2009,1101,11,6.1,3,0.5,0.2,0,0,64.9,52.8,35.2,25.5,10.6
17.4,d_20091201,d_2009,2009,1201,12,1.7,0.4,0,0,0,0,80.9,70.1,49.6,38.8,24.3
15.9,d_20100101,d_2010,2010,0101,01,0.7,0.3,0,0,0,0,83.5,71.5,53.4,43.7,30.4
27.8,d_20100201,d_2010,2010,0201,02,4.9,2,0.5,0.2,0,0,67.3,57.3,43.1,32,16
26.5,d_20100301,d_2010,2010,0301,03,0.5,0,0,0,0,0,73,60.3,41.7,31.5,13.7
28,d_20100401,d_2010,2010,0401,04,1.4,0,0,0,0,0,70.7,57.7,37.9,22.8,7.4
17.9,d_20100501,d_2010,2010,0501,05,1.8,0.7,0,0,0,0,80.4,65.2,39.3,23.4,6.5
21.5,d_20100601,d_2010,2010,0601,06,1.1,0.4,0,0,0,0,77.3,57.9,22.3,8,0.3
38.4,d_20100701,d_2010,2010,0701,07,5.8,2.6,0,0,0,0,55.8,29.7,4.5,0.7,0
54.6,d_20100801,d_2010,2010,0801,08,5.9,1.2,0,0,0,0,39.6,20.8,3.9,0.5,0.1
51.9,d_20100901,d_2010,2010,0901,09,35.8,18.9,3,0.5,0,0,12.1,2.9,0,0,0
36.6,d_20101001,d_2010,2010,1001,10,59.9,41.7,15,4.7,1.3,0,3.5,0.8,0,0,0
37.7,d_20101101,d_2010,2010,1101,11,60.8,43.2,16.2,6.6,1.9,0,1.5,0.1,0,0,0
24.1,d_20101201,d_2010,2010,1201,12,75.7,60,29.3,15.7,6.5,0,0.2,0.1,0,0,0
28.2,d_20110101,d_2011,2011,0101,01,71.3,54.2,25.1,13.7,4.6,0,0.5,0.1,0,0,0
12.1,d_20110201,d_2011,2011,0201,02,87.3,77.2,50.6,33.6,12.4,0,0.7,0.2,0.1,0,0
24.5,d_20110301,d_2011,2011,0301,03,74.3,56.3,25.6,12.6,3.4,0,1.3,0.4,0.2,0.1,0
33.1,d_20110401,d_2011,2011,0401,04,62.5,46.2,19.4,8.2,1.6,0,4.5,1.4,0.1,0,0
22,d_20110501,d_2011,2011,0501,05,76.4,62,39.1,22.6,8.6,0,1.6,0.2,0,0,0
12,d_20110601,d_2011,2011,0601,06,87.8,79.2,54.9,36.3,11.6,0,0.3,0,0,0,0
13.2,d_20110701,d_2011,2011,0701,07,86.5,72.8,42.8,25.7,9.5,0,0.3,0,0,0,0
15.1,d_20110801,d_2011,2011,0801,08,84.5,75.4,50.1,31.3,9.6,0,0.5,0.2,0,0,0
28.7,d_20110901,d_2011,2011,0901,09,63.9,50.3,23.4,10.2,1.8,0,7.4,3,0.4,0.1,0
35.9,d_20111001,d_2011,2011,1001,10,57.4,43.9,20.9,8.5,2.1,0,6.6,2,0.2,0,0
34.3,d_20111101,d_2011,2011,1101,11,50.8,40,21.6,12.6,3.3,0,14.9,7.5,1.8,0.6,0.1
25.9,d_20111201,d_2011,2011,1201,12,65.3,54.2,33.6,20.8,8.2,0,8.6,3.4,0.5,0.1,0
