0,DATE,beg,Year,end,Month,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4
68.8,d_19150401,d_1915,1915,0401,04,11,3,0.3,0,0,0,20.2,8.5,1.2,0,0
48.5,d_19150501,d_1915,1915,0501,05,7.6,3.8,0.5,0.1,0,0,43.9,24.1,4.9,0.2,0
52.7,d_19150601,d_1915,1915,0601,06,9.7,5.1,0.8,0.1,0,0,37.6,19.9,2.2,0.7,0.1
60.7,d_19150701,d_1915,1915,0701,07,15.6,6,0.2,0,0,0,23.8,12.2,1,0,0
51.4,d_19150801,d_1915,1915,0801,08,21.7,6.3,0,0,0,0,26.8,13.2,3.2,1.3,0
63.4,d_19150901,d_1915,1915,0901,09,26.6,8.9,0.5,0,0,0,9.9,4.5,0,0,0
69.4,d_19151001,d_1915,1915,1001,10,21.9,7.5,1.5,0.7,0,0,8.8,3.1,1,0.1,0
58.9,d_19151101,d_1915,1915,1101,11,29.3,13.8,1.9,0.9,0,0,11.6,3.2,0.4,0,0
54.7,d_19151201,d_1915,1915,1201,12,18,8.8,1.3,0.5,0,0,27.3,11.4,1.1,0,0
45.7,d_19160101,d_1916,1916,0101,01,15.9,6.6,0.9,0,0,0,38.2,20.2,3.3,0.6,0
38.6,d_19160201,d_1916,1916,0201,02,43.1,30.1,8,1.4,0.1,0,18.4,7.4,0.2,0,0
42.7,d_19160301,d_1916,1916,0301,03,53.3,36.5,14.9,7.1,1,0,4.2,0.2,0,0,0
42.9,d_19160401,d_1916,1916,0401,04,55,37.1,12.8,2.9,0,0,2.1,0,0,0,0
38.2,d_19160501,d_1916,1916,0501,05,61.1,42.3,13.9,3.2,0,0,0.7,0.1,0,0,0
40.9,d_19160601,d_1916,1916,0601,06,56.9,32.2,4.9,0.3,0,0,2.1,0,0,0,0
45.8,d_19160701,d_1916,1916,0701,07,25.3,16.1,7.4,2.2,0.2,0,28.8,15.2,3.3,0.9,0.1
43.7,d_19160801,d_1916,1916,0801,08,30.9,22.9,11.7,5.8,0.8,0,25.3,13,2.9,0.2,0
50.5,d_19160901,d_1916,1916,0901,09,36.3,25.8,13.2,8.6,4.3,0,13.3,6.8,1.1,0,0
57.7,d_19161001,d_1916,1916,1001,10,27.4,17.5,8.1,4.6,0.3,0,14.9,8.4,1.2,0.3,0
59.2,d_19161101,d_1916,1916,1101,11,29,12.6,0.6,0,0,0,11.7,6.3,1.2,0.5,0
67.1,d_19161201,d_1916,1916,1201,12,8.5,2.1,0,0,0,0,24.3,10.5,3.4,1.8,0.9
48.1,d_19170101,d_1917,1917,0101,01,8.2,3.4,0.2,0,0,0,43.6,28.2,7.8,4.1,1.7
43.4,d_19170201,d_1917,1917,0201,02,11.6,5.7,0.6,0,0,0,45,29.6,10.6,5.2,1.8
36.6,d_19170301,d_1917,1917,0301,03,16.7,6.9,0.1,0,0,0,46.6,36.3,20.7,12.4,4.4
36.1,d_19170401,d_1917,1917,0401,04,59.7,27.7,3,0.5,0,0,4.1,0.7,0,0,0
40.9,d_19170501,d_1917,1917,0501,05,56,25.8,1.1,0.1,0,0,3,0.4,0,0,0
51.8,d_19170601,d_1917,1917,0601,06,41.1,16.7,1.6,0.4,0,0,7.2,1.3,0,0,0
51.8,d_19170701,d_1917,1917,0701,07,31.8,16.3,3.8,0.3,0,0,16.5,7.9,0.9,0,0
52.5,d_19170801,d_1917,1917,0801,08,28,14.9,4.8,1.9,0,0,19.5,10.8,1.4,0.4,0.1
37.1,d_19170901,d_1917,1917,0901,09,22.8,13.9,3.8,0.8,0,0,40.1,27.9,9.8,3.3,0.7
35.5,d_19171001,d_1917,1917,1001,10,32.2,21.2,6.9,2.4,0,0,32.3,19.1,5.1,1.3,0.2
38.9,d_19171101,d_1917,1917,1101,11,41.5,30.8,11.7,5.2,0.7,0,19.7,11.9,3.5,1.1,0.3
20.6,d_19171201,d_1917,1917,1201,12,70.2,52.2,24.5,12.4,3.4,0,9.1,5.9,2.3,0.8,0.2
33.4,d_19180101,d_1918,1918,0101,01,55,39.1,16.3,7.2,2.4,0,11.5,7,1.6,0.3,0
28.9,d_19180201,d_1918,1918,0201,02,64,47.9,24.4,14,3.4,0,7.2,4.5,1,0.1,0
15.8,d_19180301,d_1918,1918,0301,03,82.6,69.9,36.8,21.6,7.9,0,1.5,0.2,0,0,0
29.4,d_19180401,d_1918,1918,0401,04,68.6,48.9,15.6,6.3,1.1,0,1.9,0.5,0,0,0
25,d_19180501,d_1918,1918,0501,05,71.3,59.7,27.7,14.6,3.6,0,3.6,0.1,0,0,0
5.8,d_19180601,d_1918,1918,0601,06,94.2,85.8,56.5,35.3,6.8,0,0,0,0,0,0
5.9,d_19180701,d_1918,1918,0701,07,94,85,52.9,30.1,8.3,0,0,0,0,0,0
7.7,d_19180801,d_1918,1918,0801,08,91.9,79.3,38.8,16.8,2,0,0.3,0.1,0,0,0
20.8,d_19180901,d_1918,1918,0901,09,77.6,52.3,14.1,3,0.2,0,1.6,0.2,0,0,0
34.6,d_19181001,d_1918,1918,1001,10,63.9,40.2,7.8,1.6,0,0,1.6,0.2,0,0,0
66,d_19181101,d_1918,1918,1101,11,25.6,9.9,1.6,0.5,0,0,8.4,2,0,0,0
42.9,d_19181201,d_1918,1918,1201,12,7.8,3.5,1.5,0.4,0,0,49.3,30.9,5.8,0.7,0
43.9,d_19190101,d_1919,1919,0101,01,23.6,11.5,2.2,0.6,0,0,32.5,17.1,2.7,0.3,0
34.6,d_19190201,d_1919,1919,0201,02,14.3,7.2,0,0,0,0,51,43.8,20.7,7.9,0.7
38.9,d_19190301,d_1919,1919,0301,03,7.9,1.1,0,0,0,0,53.2,42.5,20.8,8.3,0.8
39.4,d_19190401,d_1919,1919,0401,04,9,3.3,0,0,0,0,51.5,38.3,22.4,10.1,1.4
31,d_19190501,d_1919,1919,0501,05,1,0,0,0,0,0,68.1,52.2,32.2,19.9,3.7
24.4,d_19190601,d_1919,1919,0601,06,2.8,0.2,0,0,0,0,72.9,60.7,34.7,20.8,4.9
20.1,d_19190701,d_1919,1919,0701,07,0.1,0,0,0,0,0,79.8,68.5,35.4,17.4,3.2
20.2,d_19190801,d_1919,1919,0801,08,0,0,0,0,0,0,79.9,65.6,32.8,17.4,3.5
39.9,d_19190901,d_1919,1919,0901,09,5.7,2.8,0,0,0,0,54.3,35.2,9.2,1.8,0
41.7,d_19191001,d_1919,1919,1001,10,6.8,2.6,0.1,0,0,0,51.5,35.4,9.1,1.5,0.2
47.2,d_19191101,d_1919,1919,1101,11,13.7,7,1.9,0.5,0,0,39.1,27.7,4.9,1.3,0.1
37.4,d_19191201,d_1919,1919,1201,12,19.9,10.7,3.4,1.6,0.2,0,42.7,28.2,11.2,5.4,1
32,d_19200101,d_1920,1920,0101,01,19.5,11.1,3.8,2.3,0.7,0,48.5,38.6,18.8,11.8,5.5
37.7,d_19200201,d_1920,1920,0201,02,21.9,12,2.4,0.9,0,0,40.4,27.2,13.1,7.4,1.6
37.1,d_19200301,d_1920,1920,0301,03,25,14.2,4.5,1.8,0,0,38,27.5,13.4,8.1,2.9
29.3,d_19200401,d_1920,1920,0401,04,30.1,16.3,1.6,0,0,0,40.7,30.9,19.4,11.3,4.1
34.1,d_19200501,d_1920,1920,0501,05,31.6,22.2,4.7,0.3,0,0,34.3,26.3,12.9,6,1.1
41,d_19200601,d_1920,1920,0601,06,18.5,6.8,0,0,0,0,40.5,32,19.2,11.2,3.2
45.9,d_19200701,d_1920,1920,0701,07,13.8,5.3,0.2,0,0,0,40.3,30.5,16.5,10.1,3.4
45,d_19200801,d_1920,1920,0801,08,3.1,0.9,0,0,0,0,51.9,38.3,22.9,14.7,8.4
34.2,d_19200901,d_1920,1920,0901,09,1.8,0.5,0,0,0,0,64.1,41.4,18.5,9.6,3.5
47.8,d_19201001,d_1920,1920,1001,10,3.5,1,0.1,0,0,0,48.7,28,8.3,3.7,0.2
42.7,d_19201101,d_1920,1920,1101,11,1.7,0.5,0,0,0,0,55.5,33,13.6,6.6,0.3
26.1,d_19201201,d_1920,1920,1201,12,1.1,0.3,0,0,0,0,72.9,48.1,16,8,1.4
60.5,d_19210101,d_1921,1921,0101,01,7.9,2.5,0,0,0,0,31.7,16.3,3.5,1.2,0
52.1,d_19210201,d_1921,1921,0201,02,15.8,6.2,0.3,0,0,0,32.2,22.3,9.5,3.9,1.1
50,d_19210301,d_1921,1921,0301,03,20.6,9.3,1.4,0,0,0,29.5,15.8,3.7,0.6,0
45.9,d_19210401,d_1921,1921,0401,04,23.1,11.7,0.3,0,0,0,31.1,17.6,3.2,0.3,0
63.4,d_19210501,d_1921,1921,0501,05,23.8,9.6,0.2,0,0,0,12.9,6.3,1.3,0.2,0
44,d_19210601,d_1921,1921,0601,06,50.4,28.5,5.8,0.4,0,0,5.6,1.9,0,0,0
60.4,d_19210701,d_1921,1921,0701,07,23.8,10,1.5,0.6,0,0,15.7,6.3,0.9,0.3,0.1
45.6,d_19210801,d_1921,1921,0801,08,47.5,30,10.9,5.4,0.9,0,6.9,2.7,0.3,0.1,0
26.7,d_19210901,d_1921,1921,0901,09,72.7,59.8,32.5,19.1,7.2,0,0.6,0.1,0,0,0
27.3,d_19211001,d_1921,1921,1001,10,71.9,48.9,14.7,7.1,3.1,0,0.9,0.1,0,0,0
27,d_19211101,d_1921,1921,1101,11,71.7,46.5,13.2,8.2,3.5,0,1.3,0.3,0,0,0
26.3,d_19211201,d_1921,1921,1201,12,72.1,44.7,18.4,10.3,3.8,0,1.6,0.7,0,0,0
28.6,d_19220101,d_1922,1922,0101,01,69.9,49.3,21.6,10.2,0.8,0,1.4,0.6,0,0,0
39.2,d_19220201,d_1922,1922,0201,02,60.4,36.8,7.9,1.7,0,0,0.4,0,0,0,0
64.8,d_19220301,d_1922,1922,0301,03,12.3,2.3,0,0,0,0,22.8,7.2,0,0,0
49.1,d_19220401,d_1922,1922,0401,04,31.5,17.4,0.5,0,0,0,19.4,9.3,0.2,0,0
56.2,d_19220501,d_1922,1922,0501,05,1.6,0.4,0,0,0,0,42.1,23.2,3.7,0.1,0
29.9,d_19220601,d_1922,1922,0601,06,0.3,0,0,0,0,0,69.9,47.5,14.5,4.3,1
34.8,d_19220701,d_1922,1922,0701,07,3.8,1.8,0.1,0,0,0,61.5,45.5,27.4,12.1,3.8
35.1,d_19220801,d_1922,1922,0801,08,4,1.1,0.2,0,0,0,60.9,44.2,20.7,12.1,5.4
39.6,d_19220901,d_1922,1922,0901,09,0.6,0.1,0,0,0,0,59.8,43.1,18,6.8,1.7
37.3,d_19221001,d_1922,1922,1001,10,0.1,0,0,0,0,0,62.6,45.9,26.5,17.9,6.9
53.8,d_19221101,d_1922,1922,1101,11,3.5,0.4,0,0,0,0,42.8,27.6,14.1,7.7,4.3
54,d_19221201,d_1922,1922,1201,12,13.1,3.5,0,0,0,0,32.9,23.7,13,8.1,4.6
52.6,d_19230101,d_1923,1923,0101,01,14.8,5.9,0,0,0,0,32.5,23.9,11.2,7,4.6
48.8,d_19230201,d_1923,1923,0201,02,33.5,18.4,3.9,0,0,0,17.7,13,5.7,4.1,2
52.9,d_19230301,d_1923,1923,0301,03,33.2,15.2,0.9,0,0,0,13.9,8.1,4.6,3.1,0.5
66.4,d_19230401,d_1923,1923,0401,04,21.7,8,0.2,0,0,0,11.8,7.3,4.1,2.6,1.1
52.6,d_19230501,d_1923,1923,0501,05,5.9,0.8,0,0,0,0,41.5,22.3,5.6,3.4,1.5
37.9,d_19230601,d_1923,1923,0601,06,4.1,1.4,0.1,0,0,0,58,36.5,10,2.4,0
44.2,d_19230701,d_1923,1923,0701,07,16.2,6.5,0.9,0,0,0,39.7,24.1,5.7,2.3,0.5
36.8,d_19230801,d_1923,1923,0801,08,8.6,2.9,0.3,0,0,0,54.5,43.2,20.8,10.6,2.8
46,d_19230901,d_1923,1923,0901,09,14.1,7,1.8,0.8,0.1,0,39.9,24.2,9,3.4,0.8
45.4,d_19231001,d_1923,1923,1001,10,16.6,8.6,2.6,1.2,0.3,0,37.9,22.5,10.2,5,1.5
43.8,d_19231101,d_1923,1923,1101,11,16.7,7.7,1.9,0.8,0,0,39.6,26,11.8,6.1,1.1
39.2,d_19231201,d_1923,1923,1201,12,25,15.2,4.5,1.2,0.4,0,35.9,23,12.7,7.1,2.3
33.3,d_19240101,d_1924,1924,0101,01,21.4,15.6,5.7,1.4,0.2,0,45.2,29.1,13.7,7.8,1.8
44.8,d_19240201,d_1924,1924,0201,02,37.3,19.7,3.5,1.1,0,0,17.8,12.8,2.5,0.3,0
51.8,d_19240301,d_1924,1924,0301,03,38.8,17.7,1.5,0.2,0,0,9.4,4.6,0.1,0,0
71.2,d_19240401,d_1924,1924,0401,04,18.9,4.6,0.3,0.1,0,0,10,3.8,0,0,0
75.8,d_19240501,d_1924,1924,0501,05,18.2,4.9,0,0,0,0,6,0.2,0,0,0
79.5,d_19240601,d_1924,1924,0601,06,7.2,4,0,0,0,0,13.3,3.9,0.1,0,0
62.9,d_19240701,d_1924,1924,0701,07,5.9,1,0,0,0,0,31.2,13,2,0.3,0
60.4,d_19240801,d_1924,1924,0801,08,21.4,8.1,2.4,0.5,0,0,18.2,6.5,1,0.1,0
22.6,d_19240901,d_1924,1924,0901,09,17.3,12.9,4,3.1,2.1,0,60.1,46.3,24.7,15.9,3.7
21.5,d_19241001,d_1924,1924,1001,10,24.3,19.5,14.1,8.7,4,0,54.1,43.3,23.2,9.6,2.9
21.8,d_19241101,d_1924,1924,1101,11,28.4,25.5,19.8,15.6,11.3,0,49.6,37.5,13.6,6,2.1
23.7,d_19241201,d_1924,1924,1201,12,21.8,17.7,12.5,8.8,4.9,0,54.4,41.3,23.2,12,4.4
19.5,d_19250101,d_1925,1925,0101,01,17.4,13.2,5.3,3,0.9,0,62.9,54.2,38.5,30.8,14.9
25.9,d_19250201,d_1925,1925,0201,02,19.2,16,9.5,5.3,1.5,0,55,47,28.5,15.1,3.9
32.2,d_19250301,d_1925,1925,0301,03,24.2,19,13.1,9.6,5.6,0,43.5,33.9,11,2.5,0.2
35.7,d_19250401,d_1925,1925,0401,04,34.4,25.8,15.1,10.2,6,0,30,15.4,2.2,0.6,0
33.3,d_19250501,d_1925,1925,0501,05,31.4,22.9,11.6,5.6,1.8,0,35.3,23.4,7.2,4.4,1.3
20.2,d_19250601,d_1925,1925,0601,06,71.1,55.2,24.8,12.6,3.5,0,8.6,7.3,5.4,3.3,0.2
26.8,d_19250701,d_1925,1925,0701,07,72.5,54.3,25.3,10.3,2.5,0,0.6,0,0,0,0
15,d_19250801,d_1925,1925,0801,08,77.9,58.1,26.9,12.6,1.9,0,7.2,3,0,0,0
10.2,d_19250901,d_1925,1925,0901,09,88.6,81.4,57.6,36.3,18.2,0,1.2,0,0,0,0
7.6,d_19251001,d_1925,1925,1001,10,92.4,88.2,75.4,62.1,44.8,0,0,0,0,0,0
12.4,d_19251101,d_1925,1925,1101,11,87.3,82.1,63.3,47.3,28.8,0,0.3,0,0,0,0
24.1,d_19251201,d_1925,1925,1201,12,71.8,62.4,43.6,30.3,16.7,0,4,1.8,0,0,0
39,d_19260101,d_1926,1926,0101,01,45.9,33.6,16,8.7,3,0,15,6.9,1.7,0.3,0
45,d_19260201,d_1926,1926,0201,02,39.9,26,10.2,5.8,0.9,0,14.9,4.8,0.1,0,0
45.1,d_19260301,d_1926,1926,0301,03,29,17,4.5,1,0,0,25.9,11.5,0.5,0,0
50.5,d_19260401,d_1926,1926,0401,04,24.2,8.7,0.8,0.1,0,0,25.3,13.9,0.9,0,0
48.2,d_19260501,d_1926,1926,0501,05,21.7,10.8,0.4,0,0,0,30.1,16.8,2.4,0.2,0
40.3,d_19260601,d_1926,1926,0601,06,14.4,8.2,1,0,0,0,45.4,32.5,15.8,4.5,0
38,d_19260701,d_1926,1926,0701,07,21.9,11.6,1.6,0.2,0,0,40,33,17.7,10.2,3.9
29.8,d_19260801,d_1926,1926,0801,08,26.7,13.4,1.9,0.6,0,0,43.6,37.1,17.9,8.6,2.9
23,d_19260901,d_1926,1926,0901,09,33.4,22.5,5.1,1.8,0,0,43.6,34.2,15,8.4,2.4
31.6,d_19261001,d_1926,1926,1001,10,45,37.1,20.8,10.6,1.7,0,23.4,15.2,5.3,1.7,0.3
27.4,d_19261101,d_1926,1926,1101,11,41.8,32.5,20.1,10.7,3,0,30.7,18.6,7.3,2.7,0.4
44.3,d_19261201,d_1926,1926,1201,12,38,31,17.4,10.7,5,0,17.7,11.2,4.8,1.1,0
36.9,d_19270101,d_1927,1927,0101,01,53.1,40.3,25.1,18.1,10.1,0,10,6.5,1.2,0,0
42,d_19270201,d_1927,1927,0201,02,40.2,28,15.3,9.2,4.4,0,17.9,9.8,3.2,0.8,0
37.7,d_19270301,d_1927,1927,0301,03,48.5,35.8,17.2,11.7,6.6,0,13.9,6.2,1.1,0.2,0
32.1,d_19270401,d_1927,1927,0401,04,62.4,55.3,32.6,20.8,7.4,0,5.5,2.2,0,0,0
15.3,d_19270501,d_1927,1927,0501,05,83.8,68.6,47.9,32.1,9.7,0,0.9,0.3,0,0,0
20.7,d_19270601,d_1927,1927,0601,06,77.8,68.5,39.6,18.9,1.8,0,1.6,0.6,0,0,0
31.3,d_19270701,d_1927,1927,0701,07,66.6,51.7,24.1,10.6,1.6,0,2,0.7,0,0,0
23.1,d_19270801,d_1927,1927,0801,08,75.2,62.2,35,19.2,4.2,0,1.5,0.4,0,0,0
7.9,d_19270901,d_1927,1927,0901,09,92.1,80.6,46.9,27.4,6.8,0,0,0,0,0,0
28.2,d_19271001,d_1927,1927,1001,10,70.3,51.9,21.8,6.8,0.6,0,1.5,0.1,0,0,0
20.3,d_19271101,d_1927,1927,1101,11,78.9,66.3,37.3,20,4.3,0,0.8,0.1,0,0,0
40,d_19271201,d_1927,1927,1201,12,53.1,33.7,15,7.1,0.7,0,6.8,2.6,0.4,0,0
34.5,d_19280101,d_1928,1928,0101,01,62.8,45.8,20.5,12.5,1.8,0,2.8,0.7,0,0,0
43.5,d_19280201,d_1928,1928,0201,02,45.3,32.7,14.5,5.2,1,0,11.1,2.9,0,0,0
43.4,d_19280301,d_1928,1928,0301,03,50.4,34.2,13.2,4.3,1,0,6.3,1.1,0,0,0
56.7,d_19280401,d_1928,1928,0401,04,16.9,7.1,1.5,0.9,0.4,0,26.5,13.7,2.5,0.6,0
61.1,d_19280501,d_1928,1928,0501,05,11.9,5.8,1.1,0.3,0,0,27,12.4,2.3,0.6,0
20.9,d_19280601,d_1928,1928,0601,06,7.3,3,0,0,0,0,71.8,50.7,14.2,3.5,1.2
23.2,d_19280701,d_1928,1928,0701,07,4.1,2.4,0.2,0,0,0,72.8,54.7,20.8,7.9,1.1
13.7,d_19280801,d_1928,1928,0801,08,0.3,0.1,0,0,0,0,86,70.1,40.9,27.9,17.9
14.5,d_19280901,d_1928,1928,0901,09,0.2,0,0,0,0,0,85.2,75.1,56.3,41.5,24.6
5.4,d_19281001,d_1928,1928,1001,10,0,0,0,0,0,0,94.5,86.4,64.8,50.2,30.7
6.2,d_19281101,d_1928,1928,1101,11,0.1,0,0,0,0,0,93.7,85,60,43.3,23.3
15.1,d_19281201,d_1928,1928,1201,12,0.1,0,0,0,0,0,84.8,72.2,50.2,35.9,19.2
33.8,d_19290101,d_1929,1929,0101,01,3.4,0.6,0,0,0,0,62.6,50.4,29.5,17.9,6.5
17.5,d_19290201,d_1929,1929,0201,02,2.9,0.9,0,0,0,0,79.7,65.8,42.5,30.6,16.2
18.5,d_19290301,d_1929,1929,0301,03,3.7,1.3,0.1,0,0,0,77.8,66.7,48.4,37.3,19.9
19.4,d_19290401,d_1929,1929,0401,04,3.8,1.3,0,0,0,0,76.8,64.4,44.4,29.6,16.3
24.3,d_19290501,d_1929,1929,0501,05,4,0.6,0,0,0,0,71.7,59.2,38.1,24.5,11.1
33.2,d_19290601,d_1929,1929,0601,06,12.9,7.6,0.7,0,0,0,53.7,45.7,26,12.6,2.5
31.2,d_19290701,d_1929,1929,0701,07,8.9,1.5,0,0,0,0,60,42.7,20.2,8.4,1.2
29.2,d_19290801,d_1929,1929,0801,08,8.1,2.4,0,0,0,0,62.8,47.2,21.6,9.4,1.6
15.5,d_19290901,d_1929,1929,0901,09,0.2,0,0,0,0,0,84.3,71.9,42.5,28.9,13.3
13.6,d_19291001,d_1929,1929,1001,10,0.2,0,0,0,0,0,86.1,75.2,58.4,45.6,25.3
10.2,d_19291101,d_1929,1929,1101,11,0.3,0.1,0,0,0,0,89.6,78.9,58.1,45.5,28.6
17.8,d_19291201,d_1929,1929,1201,12,0.2,0,0,0,0,0,82.1,66,35.8,20.7,6.8
12.8,d_19300101,d_1930,1930,0101,01,0.4,0,0,0,0,0,86.7,72.2,37,20.3,7.8
40.6,d_19300201,d_1930,1930,0201,02,2.2,0.2,0,0,0,0,57.1,38.8,12.4,4.7,1.1
47.5,d_19300301,d_1930,1930,0301,03,3.9,0.9,0,0,0,0,48.7,30.9,11.7,3.1,0
53.8,d_19300401,d_1930,1930,0401,04,7,1.6,0,0,0,0,39.1,24,13.9,6.5,0.5
54.6,d_19300501,d_1930,1930,0501,05,3.9,0.3,0,0,0,0,41.5,27.2,15,9.1,2.6
57.4,d_19300601,d_1930,1930,0601,06,16.7,8.3,0.5,0,0,0,25.9,16.7,9.5,6.7,3.3
28.1,d_19300701,d_1930,1930,0701,07,52.2,38.7,15.2,6.7,2.7,0,19.8,14.7,6.4,4,1.2
15.1,d_19300801,d_1930,1930,0801,08,71,65.9,54.2,41.2,24.2,0,13.9,10.1,5.3,2.3,0
17.8,d_19300901,d_1930,1930,0901,09,65.9,58.1,36.8,22.6,11.8,0,16.4,12.1,7.1,5,0.4
15.6,d_19301001,d_1930,1930,1001,10,72.5,61.4,39.4,26.3,15.9,0,11.8,9.6,5.9,3.8,0
38.4,d_19301101,d_1930,1930,1101,11,42.4,29.9,18.3,14.2,9.4,0,19.2,11,4.8,1.2,0
41.5,d_19301201,d_1930,1930,1201,12,47.7,28.8,13.1,8.2,4.2,0,10.9,7.5,1.6,0,0
47.5,d_19310101,d_1931,1931,0101,01,42,25.2,12.6,8.5,4.6,0,10.5,7,0.9,0,0
39.8,d_19310201,d_1931,1931,0201,02,53.5,40,23.3,13.8,6.2,0,6.6,2.4,0,0,0
39.4,d_19310301,d_1931,1931,0301,03,59,42.2,21.7,14.8,10.3,0,1.7,0.5,0.1,0,0
28.1,d_19310401,d_1931,1931,0401,04,61.9,44.2,15.8,9.7,3.1,0,10,6.6,1.4,0,0
50.4,d_19310501,d_1931,1931,0501,05,37.5,19.5,2.3,0.3,0,0,11.9,9.5,3.4,0.4,0
24.2,d_19310601,d_1931,1931,0601,06,75.4,52.2,18.5,6.8,0.9,0,0.4,0,0,0,0
36.3,d_19310701,d_1931,1931,0701,07,63,39.3,13.6,5.4,1,0,0.7,0.1,0,0,0
28.9,d_19310801,d_1931,1931,0801,08,66.7,58,33.9,19.9,8.1,0,4.4,0.5,0,0,0
20.9,d_19310901,d_1931,1931,0901,09,78.5,70.2,48.3,31.4,13.3,0,0.6,0.1,0,0,0
15.5,d_19311001,d_1931,1931,1001,10,84.1,74.6,53.4,36,17.5,0,0.4,0,0,0,0
14.3,d_19311101,d_1931,1931,1101,11,85.7,75.2,57.3,43.9,24.2,0,0.1,0,0,0,0
34.6,d_19311201,d_1931,1931,1201,12,62.6,54.1,37.8,22.3,13.3,0,2.8,0.8,0,0,0
34.2,d_19320101,d_1932,1932,0101,01,52.4,44,30.3,25.6,19.5,0,13.3,7.1,0.8,0,0
29.3,d_19320201,d_1932,1932,0201,02,57.7,50.1,34.8,28.3,20.6,0,12.9,7.7,3,0.7,0
32.7,d_19320301,d_1932,1932,0301,03,50.9,39.9,23.9,15.7,7.2,0,16.4,7.9,3.4,0.8,0
34.7,d_19320401,d_1932,1932,0401,04,59,48.8,28.7,19.1,11.1,0,6.4,1.9,0.2,0,0
34.2,d_19320501,d_1932,1932,0501,05,60.2,47.4,28.9,20.4,11.2,0,5.6,1,0,0,0
45.1,d_19320601,d_1932,1932,0601,06,40.3,27.5,7.6,3.8,1.2,0,14.6,6.1,0.5,0,0
44.2,d_19320701,d_1932,1932,0701,07,39.7,25.1,11.9,7.5,2.5,0,16.1,9.1,2.2,0.2,0
49.4,d_19320801,d_1932,1932,0801,08,21,14.2,7,4.3,1.8,0,29.7,18,5.2,1.8,0
49.7,d_19320901,d_1932,1932,0901,09,29.6,20.8,10,6.8,3.3,0,20.8,9.5,1.7,0.4,0.1
47.9,d_19321001,d_1932,1932,1001,10,22.2,14.5,6,3,0.8,0,29.9,14.4,3.7,1.3,0.1
39.8,d_19321101,d_1932,1932,1101,11,12.3,7.3,1.4,0.2,0,0,47.8,29,8.2,1.6,0.3
25.8,d_19321201,d_1932,1932,1201,12,11.7,5.8,0.5,0.2,0,0,62.6,44.1,20.4,12.9,5.3
25,d_19330101,d_1933,1933,0101,01,8.6,2.9,0.2,0,0,0,66.3,50.2,26.2,14.8,4.9
27.8,d_19330201,d_1933,1933,0201,02,8,3.8,0.7,0.1,0,0,64.2,52.8,28.8,19.6,8.9
35.4,d_19330301,d_1933,1933,0301,03,12.8,6.2,0.9,0.2,0,0,51.7,35.6,16.4,10.2,4.5
26.8,d_19330401,d_1933,1933,0401,04,0.6,0.1,0,0,0,0,72.6,56.6,28.9,16.3,5.8
34.4,d_19330501,d_1933,1933,0501,05,0.9,0.1,0,0,0,0,64.8,43.7,18.3,6.6,1.1
48.2,d_19330601,d_1933,1933,0601,06,0.8,0.2,0,0,0,0,51,29.1,5.9,1.1,0
53.9,d_19330701,d_1933,1933,0701,07,6.9,2.6,0.5,0,0,0,39.3,17.7,1.6,0.1,0
56.2,d_19330801,d_1933,1933,0801,08,19,7.3,1.2,0.6,0.2,0,24.8,10.3,0.4,0,0
48.4,d_19330901,d_1933,1933,0901,09,35.1,22.1,5.8,2.4,0.6,0,16.5,7.6,1,0.3,0
44.4,d_19331001,d_1933,1933,1001,10,35.9,24.4,6.9,2.3,0.5,0,19.6,11,2.1,0.5,0
28.4,d_19331101,d_1933,1933,1101,11,58.5,44.5,25.5,14.8,4.3,0,13.1,9,3.2,1.1,0
18.1,d_19331201,d_1933,1933,1201,12,71.7,58.3,32.8,17.4,6,0,10.3,7.1,1.2,0.1,0
11.2,d_19340101,d_1934,1934,0101,01,85.1,80.6,63.2,46.8,22.1,0,3.8,0.9,0,0,0
12.8,d_19340201,d_1934,1934,0201,02,82.1,77.2,56.4,39.5,19.1,0,5.1,1.8,0.2,0,0
14.8,d_19340301,d_1934,1934,0301,03,77.9,62.7,31.2,15.9,2.2,0,7.2,3.1,0.4,0,0
13.8,d_19340401,d_1934,1934,0401,04,79.7,70.3,44.9,23.9,8.3,0,6.6,3.6,0.5,0,0
19,d_19340501,d_1934,1934,0501,05,69.4,59.1,32.9,14.9,2.2,0,11.7,8,2.4,0.8,0.1
26.6,d_19340601,d_1934,1934,0601,06,62,47.8,15.8,7.6,3.7,0,11.5,9.4,5.1,2,0.4
40.1,d_19340701,d_1934,1934,0701,07,46.5,26.6,9.1,5.1,1.8,0,13.4,8.8,3.5,1.4,0.1
61.7,d_19340801,d_1934,1934,0801,08,23.1,13.7,5.9,3.2,0.5,0,15.2,8.2,1.6,0.5,0
57.8,d_19340901,d_1934,1934,0901,09,17.4,7.5,1.4,0.6,0.1,0,24.8,16.1,5.1,1.9,0.3
45.4,d_19341001,d_1934,1934,1001,10,7.8,3.2,0.6,0.2,0.1,0,46.7,27.9,5.5,1.9,0.1
45.1,d_19341101,d_1934,1934,1101,11,7.4,3.5,0.9,0.3,0.1,0,47.6,31.3,7.8,2.8,0.6
51.5,d_19341201,d_1934,1934,1201,12,11.1,4.8,0.6,0.2,0.1,0,37.4,19.4,3,0.7,0
